,type,parent_path,name,last_modified,size,sess
214,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[090].png,2026-09-17 21:35:36+00:00,11169,gor01_two_2006-6-08_21-16-25
215,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[091].png,2026-09-17 21:35:36+00:00,2240,gor01_two_2006-6-08_21-16-25
216,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[092].png,2026-09-17 21:35:36+00:00,3706,gor01_two_2006-6-08_21-16-25
217,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[093].png,2026-09-17 21:35:36+00:00,9119,gor01_two_2006-6-08_21-16-25
218,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[094].png,2026-09-17 21:35:36+00:00,5545,gor01_two_2006-6-08_21-16-25
219,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[095].png,2026-09-17 21:35:36+00:00,3111,gor01_two_2006-6-08_21-16-25
220,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[096].png,2026-09-17 21:35:36+00:00,814,gor01_two_2006-6-08_21-16-25
221,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[097].png,2026-09-17 21:35:36+00:00,5883,gor01_two_2006-6-08_21-16-25
222,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[098].png,2026-09-17 21:35:36+00:00,728,gor01_two_2006-6-08_21-16-25
223,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[099].png,2026-09-17 21:35:36+00:00,12628,gor01_two_2006-6-08_21-16-25
224,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[100].png,2026-09-17 21:35:36+00:00,2867,gor01_two_2006-6-08_21-16-25
225,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[102].png,2026-09-17 21:35:36+00:00,751,gor01_two_2006-6-08_21-16-25
226,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[103].png,2026-09-17 21:35:36+00:00,6815,gor01_two_2006-6-08_21-16-25
227,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[104].png,2026-09-17 21:35:36+00:00,5593,gor01_two_2006-6-08_21-16-25
228,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[105].png,2026-09-17 21:35:36+00:00,8644,gor01_two_2006-6-08_21-16-25
229,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[106].png,2026-09-17 21:35:36+00:00,14262,gor01_two_2006-6-08_21-16-25
230,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[107].png,2026-09-17 21:35:36+00:00,6607,gor01_two_2006-6-08_21-16-25
231,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[108].png,2026-09-17 21:35:36+00:00,5236,gor01_two_2006-6-08_21-16-25
232,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[109].png,2026-09-17 21:35:36+00:00,3846,gor01_two_2006-6-08_21-16-25
233,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[110].png,2026-09-17 21:35:36+00:00,5457,gor01_two_2006-6-08_21-16-25
234,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[111].png,2026-09-17 21:35:36+00:00,4550,gor01_two_2006-6-08_21-16-25
235,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[112].png,2026-09-17 21:35:36+00:00,2568,gor01_two_2006-6-08_21-16-25
236,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[113].png,2026-09-17 21:35:36+00:00,4897,gor01_two_2006-6-08_21-16-25
237,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[114].png,2026-09-17 21:35:36+00:00,2769,gor01_two_2006-6-08_21-16-25
238,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[115].png,2026-09-17 21:35:36+00:00,13957,gor01_two_2006-6-08_21-16-25
239,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[116].png,2026-09-17 21:35:36+00:00,719,gor01_two_2006-6-08_21-16-25
240,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[117].png,2026-09-17 21:35:36+00:00,8422,gor01_two_2006-6-08_21-16-25
241,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[118].png,2026-09-17 21:35:36+00:00,2393,gor01_two_2006-6-08_21-16-25
242,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[000].png,2026-09-17 21:35:35+00:00,9285,gor01_two_2006-6-08_21-16-25
243,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[001].png,2026-09-17 21:35:35+00:00,6642,gor01_two_2006-6-08_21-16-25
244,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[002].png,2026-09-17 21:35:35+00:00,3392,gor01_two_2006-6-08_21-16-25
245,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[003].png,2026-09-17 21:35:35+00:00,13886,gor01_two_2006-6-08_21-16-25
246,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[004].png,2026-09-17 21:35:35+00:00,8110,gor01_two_2006-6-08_21-16-25
247,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[005].png,2026-09-17 21:35:35+00:00,2941,gor01_two_2006-6-08_21-16-25
248,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[006].png,2026-09-17 21:35:35+00:00,4850,gor01_two_2006-6-08_21-16-25
249,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[007].png,2026-09-17 21:35:35+00:00,10396,gor01_two_2006-6-08_21-16-25
250,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[008].png,2026-09-17 21:35:35+00:00,13622,gor01_two_2006-6-08_21-16-25
251,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[009].png,2026-09-17 21:35:35+00:00,3620,gor01_two_2006-6-08_21-16-25
252,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[010].png,2026-09-17 21:35:35+00:00,5901,gor01_two_2006-6-08_21-16-25
253,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[011].png,2026-09-17 21:35:35+00:00,10690,gor01_two_2006-6-08_21-16-25
254,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[012].png,2026-09-17 21:35:35+00:00,8882,gor01_two_2006-6-08_21-16-25
255,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[013].png,2026-09-17 21:35:35+00:00,4662,gor01_two_2006-6-08_21-16-25
256,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[014].png,2026-09-17 21:35:35+00:00,3524,gor01_two_2006-6-08_21-16-25
257,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[015].png,2026-09-17 21:35:35+00:00,827,gor01_two_2006-6-08_21-16-25
258,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[016].png,2026-09-17 21:35:35+00:00,5404,gor01_two_2006-6-08_21-16-25
259,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[017].png,2026-09-17 21:35:35+00:00,12001,gor01_two_2006-6-08_21-16-25
260,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[018].png,2026-09-17 21:35:35+00:00,4337,gor01_two_2006-6-08_21-16-25
261,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[019].png,2026-09-17 21:35:35+00:00,6183,gor01_two_2006-6-08_21-16-25
262,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[020].png,2026-09-17 21:35:35+00:00,5734,gor01_two_2006-6-08_21-16-25
263,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[021].png,2026-09-17 21:35:35+00:00,2997,gor01_two_2006-6-08_21-16-25
264,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[022].png,2026-09-17 21:35:35+00:00,710,gor01_two_2006-6-08_21-16-25
265,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[023].png,2026-09-17 21:35:35+00:00,8475,gor01_two_2006-6-08_21-16-25
266,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[024].png,2026-09-17 21:35:35+00:00,7839,gor01_two_2006-6-08_21-16-25
267,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[025].png,2026-09-17 21:35:35+00:00,9237,gor01_two_2006-6-08_21-16-25
268,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[026].png,2026-09-17 21:35:35+00:00,5978,gor01_two_2006-6-08_21-16-25
269,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[027].png,2026-09-17 21:35:35+00:00,650,gor01_two_2006-6-08_21-16-25
270,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[028].png,2026-09-17 21:35:35+00:00,3366,gor01_two_2006-6-08_21-16-25
271,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[029].png,2026-09-17 21:35:35+00:00,825,gor01_two_2006-6-08_21-16-25
272,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[030].png,2026-09-17 21:35:35+00:00,9012,gor01_two_2006-6-08_21-16-25
273,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[031].png,2026-09-17 21:35:35+00:00,3244,gor01_two_2006-6-08_21-16-25
274,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[032].png,2026-09-17 21:35:35+00:00,671,gor01_two_2006-6-08_21-16-25
275,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[033].png,2026-09-17 21:35:35+00:00,8426,gor01_two_2006-6-08_21-16-25
276,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[034].png,2026-09-17 21:35:35+00:00,6926,gor01_two_2006-6-08_21-16-25
277,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[035].png,2026-09-17 21:35:35+00:00,3085,gor01_two_2006-6-08_21-16-25
278,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[036].png,2026-09-17 21:35:35+00:00,9088,gor01_two_2006-6-08_21-16-25
279,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[037].png,2026-09-17 21:35:35+00:00,3126,gor01_two_2006-6-08_21-16-25
280,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[038].png,2026-09-17 21:35:35+00:00,3474,gor01_two_2006-6-08_21-16-25
281,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[039].png,2026-09-17 21:35:35+00:00,16413,gor01_two_2006-6-08_21-16-25
282,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[040].png,2026-09-17 21:35:35+00:00,10991,gor01_two_2006-6-08_21-16-25
283,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[041].png,2026-09-17 21:35:35+00:00,13049,gor01_two_2006-6-08_21-16-25
284,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[042].png,2026-09-17 21:35:35+00:00,8950,gor01_two_2006-6-08_21-16-25
285,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[043].png,2026-09-17 21:35:35+00:00,778,gor01_two_2006-6-08_21-16-25
286,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-08_21-16-25/ripple/combined/multi/,p_x_given_n[044].png,2026-09-17 21:35:35+00:00,526,gor01_two_2006-6-08_21-16-25
287,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-12_16-53-46/ripple/combined/multi/,p_x_given_n[042].png,2026-09-17 21:03:45+00:00,3837,gor01_two_2006-6-12_16-53-46
288,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-12_16-53-46/ripple/combined/multi/,p_x_given_n[043].png,2026-09-17 21:03:45+00:00,3675,gor01_two_2006-6-12_16-53-46
289,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-12_16-53-46/ripple/combined/multi/,p_x_given_n[044].png,2026-09-17 21:03:45+00:00,10420,gor01_two_2006-6-12_16-53-46
290,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-12_16-53-46/ripple/combined/multi/,p_x_given_n[045].png,2026-09-17 21:03:45+00:00,3287,gor01_two_2006-6-12_16-53-46
291,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-12_16-53-46/ripple/combined/multi/,p_x_given_n[046].png,2026-09-17 21:03:45+00:00,3672,gor01_two_2006-6-12_16-53-46
292,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-12_16-53-46/ripple/combined/multi/,p_x_given_n[047].png,2026-09-17 21:03:45+00:00,8170,gor01_two_2006-6-12_16-53-46
293,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-12_16-53-46/ripple/combined/multi/,p_x_given_n[048].png,2026-09-17 21:03:45+00:00,3540,gor01_two_2006-6-12_16-53-46
294,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-12_16-53-46/ripple/combined/multi/,p_x_given_n[049].png,2026-09-17 21:03:45+00:00,3308,gor01_two_2006-6-12_16-53-46
295,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-12_16-53-46/ripple/combined/multi/,p_x_given_n[050].png,2026-09-17 21:03:45+00:00,3289,gor01_two_2006-6-12_16-53-46
296,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-12_16-53-46/ripple/combined/multi/,p_x_given_n[051].png,2026-09-17 21:03:45+00:00,12546,gor01_two_2006-6-12_16-53-46
297,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-12_16-53-46/ripple/combined/multi/,p_x_given_n[052].png,2026-09-17 21:03:45+00:00,7427,gor01_two_2006-6-12_16-53-46
298,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-12_16-53-46/ripple/combined/multi/,p_x_given_n[053].png,2026-09-17 21:03:45+00:00,3556,gor01_two_2006-6-12_16-53-46
299,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-12_16-53-46/ripple/combined/multi/,p_x_given_n[054].png,2026-09-17 21:03:45+00:00,3882,gor01_two_2006-6-12_16-53-46
300,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-12_16-53-46/ripple/combined/multi/,p_x_given_n[055].png,2026-09-17 21:03:45+00:00,3347,gor01_two_2006-6-12_16-53-46
301,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-12_16-53-46/ripple/combined/multi/,p_x_given_n[056].png,2026-09-17 21:03:45+00:00,889,gor01_two_2006-6-12_16-53-46
302,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-12_16-53-46/ripple/combined/multi/,p_x_given_n[057].png,2026-09-17 21:03:45+00:00,4276,gor01_two_2006-6-12_16-53-46
303,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-12_16-53-46/ripple/combined/multi/,p_x_given_n[058].png,2026-09-17 21:03:45+00:00,13992,gor01_two_2006-6-12_16-53-46
304,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-12_16-53-46/ripple/combined/multi/,p_x_given_n[059].png,2026-09-17 21:03:45+00:00,6277,gor01_two_2006-6-12_16-53-46
305,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-12_16-53-46/ripple/combined/multi/,p_x_given_n[061].png,2026-09-17 21:03:45+00:00,5391,gor01_two_2006-6-12_16-53-46
306,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-12_16-53-46/ripple/combined/multi/,p_x_given_n[062].png,2026-09-17 21:03:45+00:00,8884,gor01_two_2006-6-12_16-53-46
307,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-12_16-53-46/ripple/combined/multi/,p_x_given_n[064].png,2026-09-17 21:03:45+00:00,3484,gor01_two_2006-6-12_16-53-46
308,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-12_16-53-46/ripple/combined/multi/,p_x_given_n[065].png,2026-09-17 21:03:45+00:00,5958,gor01_two_2006-6-12_16-53-46
309,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-12_16-53-46/ripple/combined/multi/,p_x_given_n[068].png,2026-09-17 21:03:45+00:00,6714,gor01_two_2006-6-12_16-53-46
310,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-12_16-53-46/ripple/combined/multi/,p_x_given_n[069].png,2026-09-17 21:03:45+00:00,3043,gor01_two_2006-6-12_16-53-46
311,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-12_16-53-46/ripple/combined/multi/,p_x_given_n[070].png,2026-09-17 21:03:45+00:00,11392,gor01_two_2006-6-12_16-53-46
312,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-12_16-53-46/ripple/combined/multi/,p_x_given_n[071].png,2026-09-17 21:03:45+00:00,821,gor01_two_2006-6-12_16-53-46
313,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-12_16-53-46/ripple/combined/multi/,p_x_given_n[072].png,2026-09-17 21:03:45+00:00,7528,gor01_two_2006-6-12_16-53-46
314,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-12_16-53-46/ripple/combined/multi/,p_x_given_n[073].png,2026-09-17 21:03:45+00:00,4877,gor01_two_2006-6-12_16-53-46
315,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-12_16-53-46/ripple/combined/multi/,p_x_given_n[074].png,2026-09-17 21:03:45+00:00,2835,gor01_two_2006-6-12_16-53-46
316,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-12_16-53-46/ripple/combined/multi/,p_x_given_n[075].png,2026-09-17 21:03:45+00:00,683,gor01_two_2006-6-12_16-53-46
317,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-12_16-53-46/ripple/combined/multi/,p_x_given_n[076].png,2026-09-17 21:03:45+00:00,5403,gor01_two_2006-6-12_16-53-46
318,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-12_16-53-46/ripple/combined/multi/,p_x_given_n[077].png,2026-09-17 21:03:45+00:00,10648,gor01_two_2006-6-12_16-53-46
319,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-12_16-53-46/ripple/combined/multi/,p_x_given_n[079].png,2026-09-17 21:03:45+00:00,805,gor01_two_2006-6-12_16-53-46
320,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-12_16-53-46/ripple/combined/multi/,p_x_given_n[080].png,2026-09-17 21:03:45+00:00,5736,gor01_two_2006-6-12_16-53-46
321,file,/umms-kdiba/Data/Output/collected_outputs/figures/_temp_individual_posteriors/2026-09-17/gor01_two_2006-6-12_16-53-46/ripple/combined/multi/,p_x_given_n[081].png,2026-09-17 21:03:45+00:00,3686,gor01_two_2006-6-12_16-53-46
